Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Saint Matthew-Hall,573.00000,No,"569",-170.938150000000007,62.343910000000001,Intracratonic,Unknown,Unknown,North America,"USA, Russia",On-Offshore,Mississippian,Tournaisian,358.90,0.00,1.769000000000000,0.772171519876819,0.768000100000000,1.144444432523515,1.000000000000000,1.500000000000000,"320015",-29.871851815117729,-30.000000000000000,-29.000000000000000,-31.909999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Sanjiang,584.00000,No,"580",133.826249999999987,48.180140000000002,Rift,None,Extrusive,Asia,"Russia, China",Onshore,Jurassic,Oxfordian,163.50,0.00,,,,0.210909095338800,0.200000002980232,0.500000000000000,"152171",-35.013635808771305,-33.939998626708984,-32.840000152587891,-36.959999084472656,None,None,None,None,,,,"0"
Santanghu,589.00000,No,"585",94.260080000000002,44.138809999999999,Strike-Slip,None,Extrusive,Asia,"China, Mongolia",Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.150000002235174,0.150000002235174,0.200000002980232,"34017",-46.754999160766602,-46.754999160766602,-46.029998779296875,-47.479999542236328,None,None,None,None,,,,"0"
Sava,594.00000,No,"590",16.699999999999999,45.509999999999998,Strike-Slip,Unknown,Unknown,Europe,"Croatia, Bosnia and Herzegovina",Onshore,Triassic,Carnian,237.00,0.00,,,,1.449439391882327,0.950000002980232,2.000000000000000,"15843",-32.376570702701358,-31.145000457763672,-26.440000534057617,-38.909999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Sayan,597.00000,No,"593",93.251260000000002,50.279940000000003,Strike-Slip,Unknown,Unknown,Asia,"Mongolia, Russia",Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.233333334326744,0.250000000000000,0.250000000000000,"37378",-43.206666310628258,-42.930000305175781,-42.919998168945312,-43.770000457763672,Unknown,Unknown,Unknown,Unknown,,,,
Shantar-Liziansky,606.00000,No,"602",132.618279999999999,54.245109999999997,Strike-Slip,None,None,Asia,Russia,Onshore,Paleocene,Thanetian,59.20,0.00,0.057917750000000,0.042531146706419,0.038166350000000,0.205999999865890,0.009999999776483,0.500000000000000,"53688",-41.369999694824216,-44.549999237060547,-36.509998321533203,-44.610000610351562,None,None,None,None,,,,"0"
Shelikof,607.00000,No,"603",-153.891999999999996,58.227179999999997,Forearc,None,Extrusive,North America,USA,On-Offshore,Triassic,Carnian,237.00,0.00,2.631456000000000,0.390139305622490,0.374000100000000,3.000000000000000,3.000000000000000,3.000000000000000,"24710",-33.725000381469727,-33.725000381469727,-32.000000000000000,-35.450000762939453,None,None,None,None,,,,"0"
Shumagin,610.00000,No,"606",-158.503579999999999,55.430529999999997,Forearc,None,Extrusive,North America,USA,On-Offshore,Silurian,Rhuddanian,443.80,0.00,3.538651000000000,0.618820129907121,0.580000000000000,2.554545445875688,2.500000000000000,4.000000000000000,"152661",-28.354545419866387,-29.000000000000000,-21.000000000000000,-32.909999847412109,None,None,None,None,,,,"0"
Skagerrak,617.00000,No,"613",9.281840000000001,58.319600000000001,Rift,Unknown,Unknown,Europe,"Norway, Sweden, Denmark",On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,8.047453000000003,2.460803342209664,1.548338500000000,1.302499996963888,0.599999994039536,4.000000000000000,"47115",-31.130000114440914,-31.135000228881836,-29.500000000000000,-32.750000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Snake River,618.00000,No,"614",-117.120580000000004,43.966819999999998,Backarc - Marginal Sea,None,Extrusive,North America,USA,Onshore,Paleocene,Danian,66.00,0.00,,,,0.047337654603940,0.009999999776483,0.100000001490116,"26817",-35.645747532938977,-37.479999542236328,-31.000000000000000,-39.549999237060547,None,None,None,None,,,,"0"
Songliao,622.00000,No,"618",124.312110000000004,45.541040000000002,Intracratonic,None,Extrusive,Asia,China,Onshore,Jurassic,Oxfordian,163.50,0.00,,,,1.666666662602714,1.299999952316284,5.500000000000000,"385774",-32.804545373627633,-32.799999237060547,-29.850000381469727,-35.400001525878906,None,None,None,None,,,,"0"
South Adriatic,624.00000,No,"620",16.486640000000001,42.455849999999998,Foreland,Bedded,None,Europe,"Italy, Croatia, Albania, Montenegro, Bosnia and Herzegovina",On-Offshore,Triassic,Induan,252.17,0.00,6.807957000000000,3.836509617079893,3.804662000000001,5.530769216326568,5.500000000000000,11.000000000000000,"156641",-35.502307304969200,-34.689998626708984,-32.909999847412109,-41.310001373291016,None,None,None,None,Messinian,Miocene,Messinian,"1"
South Copper River,628.00000,No,"624",-143.956150000000008,61.334510000000002,Forearc,None,Extrusive,North America,USA,Onshore,Triassic,Induan,252.17,0.00,,,,0.103333334748944,0.100000001490116,0.200000002980232,"33036",-33.506666819254555,-31.889999389648438,-31.610000610351562,-37.020000457763672,None,None,None,None,,,,"0"
South Gobi,632.00000,No,"628",99.644210000000001,43.605370000000001,Strike-Slip,Unknown,Unknown,Asia,Mongolia,Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.200000002980232,0.200000002980232,0.200000002980232,"36792",-44.215000152587891,-44.215000152587891,-43.970001220703125,-44.459999084472656,Unknown,Unknown,Unknown,Unknown,,,,
South Kara,634.00000,No,"630",68.753789999999995,72.564170000000004,Intracratonic,None,None,Asia,Russia,On-Offshore,Permian,Wuchiapingian,259.80,0.00,11.062239999999999,4.202267899887287,4.028279500000000,6.183941606622544,7.000000000000000,9.100000381469727,"1687324",-35.709781006304887,-35.990001678466797,-31.000000000000000,-41.450000762939453,None,None,None,None,,,,"0"
Southern North Sea,645.00000,No,"641",0.689790000000000,53.883540000000004,Intracratonic,Mobile,Extrusive,Europe,"UK, Netherlands, Belgium",On-Offshore,Devonian,Givetian,387.70,0.00,3.050000000000000,1.193379243559719,1.085000000000000,2.092857147966112,2.500000000000000,3.000000000000000,"114014",-31.192857197352819,-31.129999160766602,-30.540000915527344,-31.860000610351562,Mobile,None,None,None,Zechstein,Permian,Wuchiapingian-Changhsingian,"1"
Susitna,653.00000,No,"649",-150.575989999999990,62.047260000000001,Forearc,None,Extrusive,North America,USA,Onshore,Paleocene,Thanetian,59.20,0.00,,,,1.050000000745058,1.050000000745058,2.000000000000000,"28704",-37.620000839233398,-37.620000839233398,-37.540000915527344,-37.700000762939453,None,None,None,None,,,,"0"
Sydney (Newfoundland),656.00000,No,"652",-58.581600000000002,47.000120000000003,Passive Margin,Mobile,Unknown,North America,Canada,On-Offshore,Devonian,Famennian,372.20,0.00,5.130000000000000,2.743627146808510,2.772000000000000,1.730000007152557,0.850000023841858,3.500000000000000,"58045",-33.064000701904298,-33.110000610351562,-31.200000762939453,-34.909999847412109,None,None,None,None,Windsor,Mississippian,Visean,"1"
Syr-Darya,657.00000,No,"653",65.139009999999999,43.639229999999998,Strike-Slip,Bedded,None,Asia,"Kazakhstan, Uzbekistan, Tajikistan",Onshore,Devonian,Lochkovian,419.20,0.00,,,,1.076190474487486,1.000000000000000,2.000000000000000,"240028",-39.870476313999731,-39.180000305175781,-37.919998168945312,-46.389999389648438,None,None,None,None,Frasnian-Famennian,Devonian,Frasnian-Famennian,"1"
Tarim,671.00000,No,"667",84.246979999999994,39.534860000000002,Foreland,Bedded,Extrusive,Asia,China,Onshore,Proterozoic,Mesoproterozoic,1600.00,0.00,,,,3.718281253532041,3.750000000000000,8.699999809265138,"786521",-45.805156469345093,-44.850000381469727,-42.819999694824219,-54.930000305175781,None,None,None,None,"Waucoban-Albertian; Danian-Thanetian; Lutetian-Bartonian","Cam., Paleo., Eo.","Waucoban-Albertian; Danian-Thanetian; Lutetian-Bartonian","3"
Tatarsky,673.00000,No,"669",140.494949999999989,47.576509999999999,Strike-Slip,None,Extrusive,Asia,"Russia, Japan",On-Offshore,Cretaceous,Aptian,125.00,0.00,9.952000999999999,2.619052490326481,2.182000000000000,2.475000005629328,2.400000095367432,5.300000190734864,"218104",-27.768333223130966,-27.715000152587891,-16.069999694824219,-35.479999542236328,None,None,None,None,,,,"0"
Teniz,675.00000,No,"671",69.387259999999998,51.096550000000001,Strike-Slip,Unknown,Unknown,Asia,Kazakhstan,Onshore,Devonian,Lochkovian,419.20,0.00,,,,1.844444435503748,1.799999952316284,4.000000000000000,"104890",-43.825555165608726,-43.439998626708984,-41.560001373291016,-48.380001068115234,Unknown,Unknown,Unknown,Unknown,,,,
Tenpoku,676.00000,No,"672",140.617169999999987,44.497579999999999,Backarc - Marginal Sea,Unknown,Extrusive,Asia,"Japan, Russia",On-Offshore,Cretaceous,Cenomanian,100.50,0.00,3.742000000000000,1.305708307150716,1.094000000000000,0.914285723652158,0.600000023841858,2.000000000000000,"82016",-26.027142933436803,-26.670000076293945,-20.049999237060547,-28.719999313354492,Unknown,Unknown,Unknown,Unknown,,,,
Thrace,679.00000,No,"675",27.388829999999999,41.063119999999998,Strike-Slip,None,Extrusive,Middle East,"Turkey, Greece, Bulgaria",On-Offshore,Cretaceous,Berriasian,145.00,0.00,3.696917000000000,1.874623560800000,1.672955000000000,1.833333333333333,2.000000000000000,2.500000000000000,"35846",-33.689999898274742,-33.439998626708984,-33.130001068115234,-34.500000000000000,None,None,None,None,,,,"0"
Thuringian,680.00000,No,"676",10.495150000000001,51.423229999999997,Rift,Mobile,Extrusive,Europe,Germany,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,0.833333333333333,0.800000011920929,0.899999976158142,"38141",-30.406666437784832,-30.389999389648438,-30.270000457763672,-30.559999465942383,Mobile,Bedded,None,None,"Artinskian-Kungurian; Wordian; Zechstein; Norian","Perm., Tri.","Artinskian-Kungurian; Wordian; Wuchiapingian-Changhsingian; Norian","4"
Timan-Pechora,681.00000,No,"677",55.626460000000002,66.927400000000006,Foreland,Bedded,Extrusive,Asia,Russia,On-Offshore,Proterozoic,Paleoproterozoic,2500.00,0.00,8.627180000000003,5.854861720732896,6.495194000000002,5.002727270549672,5.900000095367432,10.000000000000000,"1057759",-41.262954668565229,-41.325000762939453,-35.000000000000000,-48.569999694824219,Bedded,None,None,None,"Emsian; Visean-Serpukhovian; Kungurian","Dev., Miss., Perm.","Emsian; Visean-Serpukhovian; Kungurian","3"
Tofino,685.00000,No,"681",-125.823520000000002,48.593000000000004,Forearc,None,Extrusive,North America,"Canada, USA",On-Offshore,Eocene,Ypresian,56.00,0.00,2.003000000000000,0.958599916329482,0.949499950000000,2.018571436405182,1.250000000000000,4.500000000000000,"72863",-29.101428713117325,-28.600000381469727,-20.379999160766602,-39.830001831054688,None,None,None,None,,,,"0"
Transylvanian,691.00000,No,"687",24.562550000000002,46.623469999999998,Fold and Thrust Belt,Mobile,None,Europe,Romania,Onshore,Triassic,Anisian,247.20,0.00,,,,1.750000000000000,1.750000000000000,2.500000000000000,"37536",-33.265000343322754,-33.265000343322754,-31.489999771118164,-35.040000915527344,None,None,None,None,Langhian,Miocene,Langhian,"1"
Trondelag-Halten,692.00000,No,"688",7.792530000000000,64.795180000000002,Passive Margin,Bedded,Extrusive,Europe,Norway,On-Offshore,Mississippian,Tournaisian,358.90,0.00,11.730030000000003,4.735721809598590,5.125251000000000,5.162499986588956,5.549999952316284,8.500000000000000,"196193",-26.271874904632568,-26.229999542236328,-23.020000457763672,-30.549999237060547,None,Bedded,None,None,Carnian-Norian,Triassic,Carnian-Norian,"1"
Tsagaan Nuur,694.00000,No,"690",95.286689999999993,46.167230000000004,Strike-Slip,Unknown,Unknown,Asia,Mongolia,Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.487141308065797,0.055000000633299,1.000000000000000,"10915",-47.004535710056565,-46.879999160766602,-46.000000000000000,-48.950000762939453,Unknown,Unknown,Unknown,Unknown,,,,
Tunguska,702.00000,No,"698",100.418650000000000,64.736599999999996,Intracratonic,Bedded,Extrusive,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,4.038589203258768,4.000000000000000,6.000000000000000,"2950956",-43.804398374438783,-43.590000152587891,-34.869998931884766,-49.150001525878906,None,None,None,None,"Waucoban-Albertian; Zub; Manturov; Nakokhoz","Cam., Dev.","Waucoban-Albertian, Lochkovian; Eifelian; Frasnian","4"
Turgay,703.00000,No,"699",64.696969999999993,47.451490000000000,Strike-Slip,None,Extrusive,Asia,Kazakhstan,Onshore,Devonian,Eifelian,393.30,0.00,,,,1.160000008344650,1.000000000000000,2.500000000000000,"140539",-42.213999557495114,-42.879999160766602,-39.479999542236328,-44.000000000000000,None,None,None,None,,,,"0"
Turpan,704.00000,No,"700",91.463970000000003,42.850180000000002,Foreland,None,Extrusive,Asia,China,Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.625000000931323,0.500000000000000,1.299999952316284,"86200",-48.591250419616699,-47.750000000000000,-47.330001831054688,-51.130001068115234,None,None,None,None,,,,"0"
Tyee,706.00000,No,"702",-124.434110000000004,44.323770000000003,Forearc,None,Extrusive,North America,USA,On-Offshore,Jurassic,Oxfordian,163.50,0.00,1.632314000000000,0.332078856336478,0.378000050000000,1.924999982118607,1.995000004768372,2.109999895095825,"62615",-23.152500152587891,-23.210000038146973,-22.510000228881836,-23.680000305175781,None,None,None,None,,,,"0"
Unalaska,711.00000,No,"707",-164.538129999999995,53.699030000000000,Forearc,None,Extrusive,North America,USA,On-Offshore,Triassic,Carnian,237.00,0.00,4.763604000000000,1.033510500640340,0.937000000000000,3.783333341280619,3.899999976158142,5.000000000000000,"82125",-24.100000063578289,-24.989999771118164,-16.000000000000000,-30.000000000000000,None,None,None,None,,,,"0"
Ungava,712.00000,No,"708",-70.254239999999996,61.656379999999999,Rift,Unknown,Unknown,North America,Canada,On-Offshore,Ordovician,Tremadocian,485.40,0.00,1.209042000000000,0.521884319799040,0.494974050000000,0.504000005722046,0.500000000000000,1.200000047683716,"302484",-39.297600097656250,-39.000000000000000,-36.360000610351562,-43.909999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Upper Bureya,713.00000,No,"709",132.851760000000013,51.130699999999997,Strike-Slip,Unknown,Unknown,Asia,Russia,Onshore,Jurassic,Toarcian,182.70,0.00,,,,0.350000001490116,0.350000001490116,0.500000000000000,"18444",-36.344999313354499,-36.344999313354499,-36.229999542236328,-36.459999084472656,Unknown,Unknown,Unknown,Unknown,,,,
Upper Tanana,716.00000,No,"712",-142.643329999999992,63.081879999999998,Strike-Slip,Unknown,Unknown,North America,"USA, Canada",Onshore,Permian,Asselian,298.90,0.00,,,,0.009999999776483,0.009999999776483,0.009999999776483,"67914",-33.541666666666664,-33.399999618530273,-31.950000762939453,-35.360000610351562,Unknown,Unknown,Unknown,Unknown,,,,
Vienna,719.00000,No,"715",17.000000000000000,48.500000000000000,Strike-Slip,Bedded,Intrusive,Europe,"Austria, Slovakia, Czech Republic",Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,1.306213159660537,0.999999970197678,1.700000047683716,"9042",-32.244841235448327,-32.024999618530273,-30.299999237060547,-33.779998779296875,Bedded,None,None,None,Rotliegend,Permian,Asselian-Kungurian,"1"
Vilyuy,720.00000,No,"716",123.273409999999998,65.081530000000001,Foreland,Mobile,Extrusive,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,4.585294119283264,4.000000000000000,11.000000000000000,"1222358",-39.825686436073454,-40.710000991821289,-34.830001831054688,-44.930000305175781,None,None,None,None,"Waucoban-Furongian; Frasnian-Famennian","Cam., Dev.","Waucoban-Furongian; Frasnian-Famennian","2"
Volga-Ural,723.00000,No,"719",53.023600000000002,54.946590000000000,Foreland,Mobile,Intrusive,Asia,"Russia, Kazakhstan",Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,3.836363642246692,3.500000000000000,10.000000000000000,"964282",-40.969610288545681,-40.790000915527344,-38.759998321533203,-43.669998168945312,Mobile,None,None,None,Kasimovian-Kungurian,"Penn., Perm.",Kasimovian-Kungurian,"1"
Voring,725.00000,No,"721",6.714230000000000,66.248480000000001,Passive Margin,Bedded,Extrusive,Europe,Norway,On-Offshore,Pennsylvanian,Bashkirian,323.20,0.00,14.837209999999997,7.831948109789262,8.566575000000000,3.552000002861023,3.500000000000000,6.099999904632568,"322493",-21.888000183105468,-22.090000152587891,-16.870000839233398,-24.950000762939453,None,Bedded,None,None,Carnian-Norian,Triassic,Carnian-Norian,"1"
Washakie,731.00000,No,"727",-107.746290000000002,40.604239999999997,Foreland,Bedded,None,North America,USA,Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,3.961593761238708,4.000000000000000,6.500000000000000,"17857",-47.570480201332138,-44.979999542236328,-42.419998168945312,-49.349998474121094,None,None,None,None,Eagle Valley,Pennsylvanian,Moscovian-Kasimovian,"1"
Wessex,733.00000,No,"729",-1.297810000000000,51.182499999999997,Intracratonic,None,Extrusive,Europe,"UK, France",On-Offshore,Devonian,Frasnian,382.70,0.00,3.966000000000000,2.071634002083333,1.916500000000000,1.650000015894572,1.500000000000000,2.900000095367432,"58225",-34.106667200724281,-34.070001602172852,-32.250000000000000,-35.689998626708984,None,None,None,None,,,,"0"
West Gobi,737.00000,No,"733",97.176810000000003,43.830289999999998,Strike-Slip,Unknown,Unknown,Asia,Mongolia,Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.018878487143983,0.009999999776483,0.100000001490116,"18936",-45.717067865473759,-46.270000457763672,-43.799999237060547,-47.599998474121094,Unknown,Unknown,Unknown,Unknown,,,,
West Siberia,745.00000,No,"741",76.185839999999999,61.092250000000000,Intracratonic,None,Extrusive,Asia,"Russia, Kazakhstan",Onshore,Cambrian,Cambrian Upper,497.00,0.00,11.738590000000000,6.244236141422592,6.217013000000000,3.009502261438791,2.799999952316284,12.500000000000000,"5476198",-40.019094984995291,-39.939998626708984,-35.340000152587891,-51.209999084472656,None,None,None,None,,,,"0"
West Tien Shan,746.00000,No,"742",77.553010000000000,42.502150000000000,Fold and Thrust Belt,Bedded,None,Asia,"Kyrgyzstan, Kazakhstan",Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,0.633333325386047,0.300000011920929,1.299999952316284,"20561",-52.899998982747398,-52.959999084472656,-52.549999237060547,-53.189998626708984,None,None,None,None,"Waucoban-Albertian; Danian-Thanetian; Lutetian-Bartonian","Cam., Paleo., Eo.","Waucoban-Albertian; Danian-Thanetian; Lutetian-Bartonian","3"
Whitehorse,749.00000,No,"745",-134.222010000000012,60.549100000000003,Backarc - Marginal Sea,Unknown,Extrusive,North America,Canada,Onshore,Triassic,Carnian,237.00,0.00,,,,0.352000002190471,0.150000002235174,2.000000000000000,"122517",-36.820000457763669,-37.489999771118171,-34.319999694824219,-38.200000762939453,Unknown,Unknown,Unknown,Unknown,,,,
